地址,岗位名称,地址,关键技术,公司名称,薪资,工作地点,岗位描述,时间要求,学历要求
https://www.zhipin.com/job_detail/f0858283b02b795f1XB62NW7F1dV.html?lid=Bvd9Z2CI3i.search.84&securityId=NOdHX9CE_TojD-b14Ht9UYfK7oyIbgmUvWqerK3DRdghkjI3mdy13ep2TtXfcET-NiPIUEuBE6xRA360cOU-EItoBVoQJ_Js3_6Y3xLtLwWoLaaN&sessionId=,JAVA软件开发实习生（上海）,https://www.zhipin.com/job_detail/f0858283b02b795f1XB62NW7F1dV.html?lid=Bvd9Z2CI3i.search.84&securityId=NOdHX9CE_TojD-b14Ht9UYfK7oyIbgmUvWqerK3DRdghkjI3mdy13ep2TtXfcET-NiPIUEuBE6xRA360cOU-EItoBVoQJ_Js3_6Y3xLtLwWoLaaN&sessionId=,"后端工程师,全栈工程师,Java,MySQL,",东信软件,150-200元/天,上海徐汇区坤阳国际商务广场402/403室,"工作内容：
1. 能独立管理项目的进度和任务分配，完成设计、开发、编程、单元测试任务、开发文档编写工作；
2. 对应用程序的维护、修复和调试，确保应用程序按照技术功能的规范在运行负责。
职位要求：
1. 本科及以上学历，计算机、信息管理、通信工程相关专业，2023年度毕业。
2. 具有较强的代码阅读和理解能力；
技术要求：
1. 熟悉JAVA语法及多线程、JVM原理、常用开源框架、TOMCAT容器。
2. 熟悉数据库范式，具备数据库表设计和开发能力
3. 熟悉基本的linux命令",4天/周 3个月,本科
https://www.zhipin.com/job_detail/43030a56627fed081XJ93969GFRT.html?lid=Bvd9Z2CI3i.search.85&securityId=pvEG0OmpJfyjA-q1EFwpQIsQI0QL-uoHCPztNX2SEIRT-_WW6qO8mpis9fDvUR1vpSGgfYuoicoBd3cXeZEcc7kxCHhVZ2Fqny-zdjuOItFiVX_YglyR&sessionId=,Net(C#)ERP开发实习生-MJ000028,https://www.zhipin.com/job_detail/43030a56627fed081XJ93969GFRT.html?lid=Bvd9Z2CI3i.search.85&securityId=pvEG0OmpJfyjA-q1EFwpQIsQI0QL-uoHCPztNX2SEIRT-_WW6qO8mpis9fDvUR1vpSGgfYuoicoBd3cXeZEcc7kxCHhVZ2Fqny-zdjuOItFiVX_YglyR&sessionId=,"Java,C#,VB,",意略明,150-160元/天,上海黄浦区恒基名人商业大厦25楼,"工作职责：
Ø 文档编写、需求分析、代码编写
Ø 系统维护、硬件维护
任职要求:
Ø 计算机相关专业本科或研究生学历在校生
Ø 熟练使用SQL
Ø 了解ASP.NET及C#或VB语言；会Java对学习C#感兴趣亦可
Ø 具有积极的学习态度、认真负责的工作态度
Ø 每周至少实习3天，持续4-5个月为佳",3天/周 3个月,本科
https://www.zhipin.com/job_detail/7352de901b0ddfc01XJ82tm-EVBV.html?lid=Bvd9Z2CI3i.search.86&securityId=5uDuzoH8QqbSC-41NcEVtI9em7YWiLJ7pyKkk_gbheibcbU2xEtk5Xa7bQ-iBtYFUuW9RVJYr5ubgCrzpbkOzFzH7fcSpnVEq-A8yMLunvbUHBkiB6o~&sessionId=,数据库开发实习生 (MJ000427),https://www.zhipin.com/job_detail/7352de901b0ddfc01XJ82tm-EVBV.html?lid=Bvd9Z2CI3i.search.86&securityId=5uDuzoH8QqbSC-41NcEVtI9em7YWiLJ7pyKkk_gbheibcbU2xEtk5Xa7bQ-iBtYFUuW9RVJYr5ubgCrzpbkOzFzH7fcSpnVEq-A8yMLunvbUHBkiB6o~&sessionId=,"后端工程师,Java,C/C++,分布式数据库,基础软件,",星环,270-320元/天,上海徐汇区H88越虹广场B座B座11/12/15F,"岗位职责
1.参与基于大数据的数据库系统的设计、开发和调优工作；
2.协助数据库的编译器、执行引擎、高可用、灾备等模块的设计、开发和维护工作。
岗位要求
1、本科及以上学历，计算机相关专业；
2、熟练掌握Java/Go/Scala/C语言中的一种，熟悉SQL语言；
3、熟悉Linux平台；
4、有良好的操作系统、数据结构和算法功底；
5、熟悉spark、hadoop等技术者优先； 
6、熟悉编译器技术、分布式系统设计者优先。",5天/周 5个月,学历不限
https://www.zhipin.com/job_detail/1149a0e4f4c855001XN-3tm7FFJR.html?lid=Bvd9Z2CI3i.search.87&securityId=OfqUL7YJ2NQxg-b1ezWTAzmGgLqgkDkSIFE1tcWV2VhmQZb0uLLqKsD8JUAxPqVOhT-NTrGIyRQ96WnXhh9vIalj21vhQT7fbUYqSFDHqD6W5U0~&sessionId=,Java开发实习生-24届(J10846),https://www.zhipin.com/job_detail/1149a0e4f4c855001XN-3tm7FFJR.html?lid=Bvd9Z2CI3i.search.87&securityId=OfqUL7YJ2NQxg-b1ezWTAzmGgLqgkDkSIFE1tcWV2VhmQZb0uLLqKsD8JUAxPqVOhT-NTrGIyRQ96WnXhh9vIalj21vhQT7fbUYqSFDHqD6W5U0~&sessionId=,"Java,Java开发经验,分布式系统开发经验,",运去哪,200-250元/天,上海浦东新区上海运去哪公司9号楼,"岗位要求：
1、参与产品相关系统设计，负责所属模块的功能规划、需求分析设计、技术实现、调试与维护工作；
2、积极响应客户需求并进行开发和交付；
3、参与公司产品的架构优化，技术攻关，性能优化并辅助其他模块进行技术实现；
4、协助并完成其他各类技术开发任务，保障公司产品系统的稳定高效运行
职位描述：
5、有效分析并解决软件开发过程中的问题，严格执行和推行开发规范；
职位要求：
1、有Java开发实习经验；
2、JAVA基础扎实，熟悉IO、多线程、分布式、集合等基础API，对JVM原理有一定的了解；
3、熟练掌握git、shell、nginx，了解其工作原理；
4、对C/C++语言编程等有深入的了解；
5、熟练掌握常见MySQL数据库原理、数据库设计、查询编写和优化；
6、在linux系统调优/Java性能调优/数据库调优方面有丰富的实践经验；
7、良好的沟通能力、团队合作精神；认真负责、具有高度责任感；良好的抗压能力,优秀的学习能力；",4天/周 12个月,本科
https://www.zhipin.com/job_detail/b941ccd2291b62d51XR73920GVVU.html?lid=Bvd9Z2CI3i.search.88&securityId=FRvxp0vf7zyIw-I1bx7TomiHWZi8c-uiGX49lF6wx1NMAysUWnIIdedJw9IJA2YQCNRWOwLj3JpiKZnyG-nUPaB8NNo6za0ya1OxvOtInbOLeZ7Jeg~~&sessionId=,Java开发实习生（金融科技领域）,https://www.zhipin.com/job_detail/b941ccd2291b62d51XR73920GVVU.html?lid=Bvd9Z2CI3i.search.88&securityId=FRvxp0vf7zyIw-I1bx7TomiHWZi8c-uiGX49lF6wx1NMAysUWnIIdedJw9IJA2YQCNRWOwLj3JpiKZnyG-nUPaB8NNo6za0ya1OxvOtInbOLeZ7Jeg~~&sessionId=,"云服务 商业软件开发,JAVA,保险软件,金融科技,",易保,180-220元/天,上海杨浦区创智天地广场3号楼(东南门),"职位描述：（仅长期实习，4月底5月初到岗，24届优先）
作为易保软件工程团队一员，参与大型全球保险业务运营商业应用数字化软件解决方案的设计和开发。参与云解决方案、中台解决方案和传统软件解决方案的各项产品组件的设计、编程开发和测试。参与数字化解决方案的产品及项目的现场实施和维护工作。
主要职责：
在他人引导下根据需求文档进行相应功能设计与开发（JAVA）。 
在他人引导下使用 JavaScript/TypeScript进行前端页面编写; 
职位要求：
1、计算机相关专业本科或以上学历在读学生; 
2、具备良好的理解和沟通能力, 能够在他人引导下快速学习; 
3、勤奋好学，积极上进； 
4、专业基本功扎实； 
5、熟悉Java语言， 可以使用Java进行开发； 
6、熟练使用Git 工具 
7、熟悉标准SQL 
8、熟悉Javascript或者Typescript，有React使用经验者优先； 
9、有工作经验或项目开发经验者优先；",5天/周 5个月,本科
https://www.zhipin.com/job_detail/dd747e9a9825c2d61n14296-GVBY.html?lid=Bvd9Z2CI3i.search.89&securityId=hUUZX8fnicHCS--19bC3xEPNEdn0dynFrqy8AANwigwNWRAWXtqr6L6DhyOv_IUsPzA2-MoPZwkDpL3GZtyRjwbp_087hlDpdpk0HckvBCPPaxO4SA~~&sessionId=,软件开发实习生，实习合格者毕业签劳动合同,https://www.zhipin.com/job_detail/dd747e9a9825c2d61n14296-GVBY.html?lid=Bvd9Z2CI3i.search.89&securityId=hUUZX8fnicHCS--19bC3xEPNEdn0dynFrqy8AANwigwNWRAWXtqr6L6DhyOv_IUsPzA2-MoPZwkDpL3GZtyRjwbp_087hlDpdpk0HckvBCPPaxO4SA~~&sessionId=,"HTML,CSS,多线程,微服务架构,网络协议,Socket技术,,,",赛恩图佰,160-310元/天,上海浦东新区金牛大厦北楼北楼508508,"职位1：Java开发实习生
岗位职责（培养方向）：
1.负责软件系统代码的实现，编写代码和开发文档；
2.负责进行系统的功能定义,程序设计；
3.根据设计文档或需求说明完成代码编写、调试，支持系统的测试与维护工作；
4.分析并解决软件开发过程中的问题；
5.配合技术经理完成相关任务目标。
岗位要求（培养方向）：
1.精通JAVA，熟练掌握和使用SSM，Springboot，SpringCloud等主流框架，熟悉微服务开发；
2.熟练掌握SQL Server，MySQL，Oracle等主流数据库的操作；
3.熟悉并发机制、多线程处理，批量业务处理；
4.熟悉算法、通讯协议、接口，如MQTT、WebSocket、WebService等；
5.本科及以上学历（全日制公办统招），责任心强，有团队精神，学习能力强。
职位2：移动开发实习生
岗位职责（培养方向）：
1.基于uniapp的移动端开发和优化，JS、VUE等前端技术的Web功能开发、调优和维护；
2.根据产品经理的需求和UI设计进行页面开发、功能开发；
3.负责Web页面在各浏览器中的兼容性调整，性能优化；
4.应用前端技术框架和JS等进行互动效果、数据交互的开发；
5.维护及优化前端性能，优化前端开发模式和规范，参与前端框架的编写以及规范的制定；
任职要求（培养方向）：
1.精通前端基本技术，包括HTML/CSS/Javascript等；
2.精通JSON、XML等通信格式以及基于AJAX请求实现与后台数据交互；
3.熟悉微信生态及微信小程序生态，有部分的微信小程序项目经验；
4.熟悉使用HBuilder IDE编辑器进行开发，并完成打包发布安卓、ios版本app；
5.精通Vue、uniapp框架应用，并能运用uni-app框架完成移动端及小程序开发；
6..本科及以上学历（全日制公办统招），责任心强，有团队精神，学习能力强。",4天/周 4个月,本科
https://www.zhipin.com/job_detail/5d46fa48a78abacd1Xx_09y5EVNR.html?lid=Bvd9Z2CI3i.search.90&securityId=W02Pt71gcumUQ-A10dCOZDZU1orMICwAVVjdnjd2BAmF-PUc-BGDCxkVZRlBisaCBlSj3l28_Ra-_0Ts9082hCwS66VfV261iTH0Lb3pK2u9ewAu&sessionId=,Java工程师实习生(J10941),https://www.zhipin.com/job_detail/5d46fa48a78abacd1Xx_09y5EVNR.html?lid=Bvd9Z2CI3i.search.90&securityId=W02Pt71gcumUQ-A10dCOZDZU1orMICwAVVjdnjd2BAmF-PUc-BGDCxkVZRlBisaCBlSj3l28_Ra-_0Ts9082hCwS66VfV261iTH0Lb3pK2u9ewAu&sessionId=,"后端工程师,Java,",数禾科技,180-230元/天,上海浦东新区长泰广场A座A座8F,"工作职责:
1. 负责公司软件产品的前端和后端功能开发;
2. 能够完成简单需求的分析和设计，独立完成详细设计和编码，确保进度和质量;
3. 和产品经理、业务方直接对接，承担对开发系统的答疑解难工作
4. 按照项目实施规范，按时完成开发工作；
5. 完成系统代码自测、BUG修复及日常维护；
6. 重过程文档交付，参与需求、设计文档、数据库文档、用户手册等编写。
任职资格:
1、计算机、软件工程等相关专业优先；
2、精通Java语言，基本功扎实；
3、熟练掌握SQL语言；熟悉数据库系统 MySQL；
4、熟练掌握目前流行开源框架(spring/springmvc/mybatis/springboot/springcloud)，并且对其核心思想、实现原理有一定认知；
5、有比较好的面向对象设计和编程理念，掌握一部分设计模式；
6、优秀的沟通能力，团队精神、热爱技术、学习能力强；
7、具有高度的责任心、积极的工作态度、团队合作的精神。",4天/周 3个月,本科
https://www.zhipin.com/job_detail/af7dd656c5e0629b1Xx-3tS0FFVU.html?lid=Bvd9Z2CI3i.search.91&securityId=EOrcFeWLEsY10-j1S5WZImO7nMPapg8SW82RysZ2kLbfLNwdqPJVFyywi3TFwaa-ndC8cxiuTedEVQs1L3nMOyVY4wflhRkYEUShMuOQWWzV6A~~&sessionId=,JAVA工程师实习生,https://www.zhipin.com/job_detail/af7dd656c5e0629b1Xx-3tS0FFVU.html?lid=Bvd9Z2CI3i.search.91&securityId=EOrcFeWLEsY10-j1S5WZImO7nMPapg8SW82RysZ2kLbfLNwdqPJVFyywi3TFwaa-ndC8cxiuTedEVQs1L3nMOyVY4wflhRkYEUShMuOQWWzV6A~~&sessionId=,"后端工程师,Java,Spring,C/C++,,,",饿了么,400-500元/天,上海普陀区近铁城市广场南座9楼,"注：该岗位仅针对24届应届毕业生。
如果你想了解JAVA开发在阿里巴巴互联网生态系统中无与伦比的应用广度与深度，如果你对基础技术感兴趣，热衷于高性能分布式技术，如果你喜欢研究搜索技术，对电子商务产品技术感兴趣，如果你对数据敏感，热衷于客户端开发……那就加入我们吧！
具体职责包括但不限于：
1、参与基础软件的设计、开发和维护，如分布式文件系统、缓存系统、Key/Value存储系统、数据库、Linux操作系统和Java优化等；
2、参与高性能分布式服务端程序的系统设计，为阿里巴巴的产品提供强有力的后台支持，在海量的网络访问和数据处理中，设计并设施最强大的解决方案；
3、参与搜索引擎各个功能模块的设计和实现，构建高可靠性、高可用性、高可扩展性的体系结构，满足日趋复杂的业务需求；
4、参与超大规模的云计算底层核心技术的设计和实现，为阿里巴巴内部以及百万级云计算用户提供高性能高质量高弹性网络，计算及存储能力；
5、参与产品的开发和维护，完成从需求到设计、开发和上线等整个项目周期内的工作；
6、参与海量数据处理和开发，通过sql、pl/sql、java进行etl程序开发，满足商业上对数据的开发需求；
7、参与项目为用户提供丰富而有价值的桌面或无线软件产品。
【必备项】
1、热爱编程，熟悉掌握但不限于JAVA/C/C++/PHP/NET等编程语言中的一种或几种，有良好的编程习惯；
2、熟悉网络编程和多线程编程，对TCP/IP，HTTP等网络协议有一定的理解，并了解XML和HTML语言；
3、熟悉Unix/Linux/Win32环境下编程，熟练使用调试工具，并熟悉Perl，Python，shell等脚本语言；
4、热衷于数据库技术，能够熟练编写SQL脚本，参与过MySql或Oracle应用开发项目；
5、对数据结构、算法有一定了解；
6、学习能力强，对新事物保有好奇心，有良好的沟通能力和团队协同能力，善于独立思考并反思总结。
【加分项】
1、有互联网公司实习经验，参与过互联网软件等相关产品；
2、热衷于ACM，在校期间参与过大学生数学建模竞赛，“挑战杯”，机器人足球比赛等，或作为骨干参与过学生网站的建设和开发；
3、在相关领域国际顶级会议、期刊发表论文，或相关学术会议组织的权威比赛中获奖。
一段全新、有意思的旅程正待开启！为了更全面的展现你自己，你还可以在简历中附上你认为自己最有意思的爱好、特长、经历，或是对未来有意思的畅想，没有限制，此项非必填。加入我们，一起打开有意思的未来！",5天/周 1个月,本科
https://www.zhipin.com/job_detail/eebe1fa4cfbc68fe0XB82928E1c~.html?lid=Bvd9Z2CI3i.search.92&securityId=Fc8AijumXJFoi-d1Dw76PR5GKuaGhx-WEjMTQCLSrgJ3V65vpOpA41M7bnIBnpkhIRZZLvvzjGUTnLYz2ANPIm1X-V6k9gAqx-8VFAj2nnkINc8a&sessionId=,软件工程师实习生,https://www.zhipin.com/job_detail/eebe1fa4cfbc68fe0XB82928E1c~.html?lid=Bvd9Z2CI3i.search.92&securityId=Fc8AijumXJFoi-d1Dw76PR5GKuaGhx-WEjMTQCLSrgJ3V65vpOpA41M7bnIBnpkhIRZZLvvzjGUTnLYz2ANPIm1X-V6k9gAqx-8VFAj2nnkINc8a&sessionId=,"C#,.NET,",幸倍科技,150-170元/天,上海闵行区氪空间漕河泾科技绿洲社区3楼368单元,"团队介绍：
负责多类型的企业项目的系统开发。实现基于云平台的企业一体化管理与集成系统，包括但不限于MRP, ERP, CRM等。在校生可以按项目计算薪酬，有专门美国硅谷高级工程师指导教学
岗位描述：
1） 能够有效负责的执行项目，并积极参与项目的沟通与意见修改。
2） 负责设计构架项目框架，实现需求的同时保证产品具有扩展以及易复用的特性。
3） 通过文档学习各类不同的系统，测试并实现与其他系统的对接。
4） 完善设计文档与测试计划。
岗位要求：
1） 有良好的英语沟通读写能力及英文文档阅读能力。
2） 熟悉服务器端开发语言，C#, Java, Python, Node.js等。或前端开发语言及框架，HTML, JavaScript, CSS等。
3） 有面向对象开发的基础。
4） 能够写出完善的测试用例。
5） 有一定的算法基础。
6） 有较好的逻辑思维能力、抽象概括能力、快速学习能力； 有较好的沟通和团队协作能力； 有技术热情，具备较强的责任心和自驱力。
7） 本科计算机或同类工科专业，或有1年以上软件行业从业经验。
具有以下经验者优先
1） 能够使用英语口语交流。
2） 熟悉使用Git。
3） 熟悉Web开发，了解Microsoft Azure Cloud, Amazon Web Services或类似的云平台。
4） 同时熟悉前端及后端的开发。
5） 有移动端iOS或Android开发经验。
6） 熟悉REST API，JSON，XML。
7） 参与设计或实现过企业级别的应用。
8） 有MRP, ERP, CRM等企业管理软件经验。
9） 熟悉软件设计模式及流程。",4天/周 3个月,本科
https://www.zhipin.com/job_detail/e9d3791c5b7ec34e1XB62961EFFU.html?lid=Bvd9Z2CI3i.search.93&securityId=Alqq_v0yWgpB6-K1WHz6-aFXVoYwlkJwOWbIeQe4h0Iac95f5ser_9gRE8h1NM67cNOM_ZcYic5uq5R7k9sk8wDGpDW2lTKforfwiv7rSm4iQKbtwA~~&sessionId=,软件工程师实习生,https://www.zhipin.com/job_detail/e9d3791c5b7ec34e1XB62961EFFU.html?lid=Bvd9Z2CI3i.search.93&securityId=Alqq_v0yWgpB6-K1WHz6-aFXVoYwlkJwOWbIeQe4h0Iac95f5ser_9gRE8h1NM67cNOM_ZcYic5uq5R7k9sk8wDGpDW2lTKforfwiv7rSm4iQKbtwA~~&sessionId=,"Java,",PEAKSOLUTION,100-200元/天,上海普陀区世纪商务大厦(长寿路)长寿路97号13K,"Responsibilities and requirements:
Implementation of complex software solutions for test and measurement data management on the basis of Java, J2EE, Swing, RPC, Oracle, Windows, 
Familiar with Java, HTML CSS Java script, JQuery, 
Familiar with datebase oracle/postgres/mssql 
3rd or 4th year college student only
At least work 3 days a week, 6+ monthes, 150RMB\day
Good internship could directly lead to labor contract",3天/周 6个月,学历不限
https://www.zhipin.com/job_detail/e1a8621e2d8dc6e71nJ60t26FFVX.html?lid=Bvd9Z2CI3i.search.94&securityId=ojpDKrkJOeBKO-i1OIAHLGeez4fFwgGa3YU5EZPEoBLtu4SfXVeSJp0ddQBgQ2zrJ2YRQsqz2uLEmmjMlJ8GZOHfKDn2hmhMvpbsCTnxaJtyngHluA~~&sessionId=,后端实习研发工程师,https://www.zhipin.com/job_detail/e1a8621e2d8dc6e71nJ60t26FFVX.html?lid=Bvd9Z2CI3i.search.94&securityId=ojpDKrkJOeBKO-i1OIAHLGeez4fFwgGa3YU5EZPEoBLtu4SfXVeSJp0ddQBgQ2zrJ2YRQsqz2uLEmmjMlJ8GZOHfKDn2hmhMvpbsCTnxaJtyngHluA~~&sessionId=,"SQL,HTML,CSS,CRM,",夏致云计算,150-250元/天,上海浦东新区海东大楼3楼,"职责描述：
1、负责Salesforce及周边系统的业务分析、技术方案设计、系统开发；
2、参与业务需求的访谈、评估工作,按照业务需求和项目进度编写及设计代码,撰写技术文档；
3、负责解决项目中的技术难点和新技术研究,负责Salesforce系统运维的技术支持；
4、企业管理软件客户关系管理CRM技术开发,熟悉数据库语言及相关数据迁移操作；
5、主要基于Salesforce云计算平台和微信（Wechat）等社会化媒体开放平台构建企业级应用系统；
任职要求：
1) 计算机软件相关专业，专科以上学历；
2) 通过CET 4或有相当英语水平（读写为主）
3)较强的学习能力和适应能力；
4)对面向对象的编程的思想有一定的理解，并能够进行简单的建模设计；
5)有过Java 相关实习经验，对云计算有强烈的兴趣，热爱新技术；",5天/周 12个月,本科
https://www.zhipin.com/job_detail/557af4a26841059e1XN73965E1tS.html?lid=Bvd9Z2CI3i.search.95&securityId=NUok50aDiff9W-o1TR3KSNcBkeBROOpcS92GVEHhW7lEsNx6D1zsK3v0AyV396N7UQrUGDnNG_kVMOi4xtNZJZaAxhLrFC1zGke9v-Sn94OfkQA7eaDwevhfNtB4zbxlnEr6eENHppqJ_-YvcJj256Y~&sessionId=,全栈研发工程师(实习),https://www.zhipin.com/job_detail/557af4a26841059e1XN73965E1tS.html?lid=Bvd9Z2CI3i.search.95&securityId=NUok50aDiff9W-o1TR3KSNcBkeBROOpcS92GVEHhW7lEsNx6D1zsK3v0AyV396N7UQrUGDnNG_kVMOi4xtNZJZaAxhLrFC1zGke9v-Sn94OfkQA7eaDwevhfNtB4zbxlnEr6eENHppqJ_-YvcJj256Y~&sessionId=,"全栈工程师,",上海有条不紊信息科技,150-200元/天,上海闵行区近铁虹桥中心三楼,"全栈研发工程师(实习)
岗位职责：
1. 负责公司产品开发；
2. 负责与产品/设计师等协同工作，保证产品研发质量和进度；
任职要求：
1.实习时间至少6个月；
2.全日制本科及以上学历，计算机或相关专业优先；
3.对计算机原理、数据结构、网络、算法等有过系统性认识;
4.熟悉JS，HTML，CSS基础知识，熟悉java基础;
5.了解springBoot/其他web开发框架，mysql/其他数据库；
6.对新事物有好奇心和创造能力，有独立思考和解决问题的精神，能承受较强工作压力。",5天/周 6个月,本科
https://www.zhipin.com/job_detail/49a8f456c8d103b71nVz29y7FlFV.html?lid=Bvd9Z2CI3i.search.96&securityId=3Ez91II3vz-05-f1eT7SR6CR3g3boqqDpcWDzTk2QbfAUDqQUgmtmhE7pGsh8vIk_qflf7KVVN4FxguZ5zdKAHjD9uaElkPRXDu5FkMvzkgdl5qs_OY~&sessionId=,后端实习研发工程师,https://www.zhipin.com/job_detail/49a8f456c8d103b71nVz29y7FlFV.html?lid=Bvd9Z2CI3i.search.96&securityId=3Ez91II3vz-05-f1eT7SR6CR3g3boqqDpcWDzTk2QbfAUDqQUgmtmhE7pGsh8vIk_qflf7KVVN4FxguZ5zdKAHjD9uaElkPRXDu5FkMvzkgdl5qs_OY~&sessionId=,"Spring,SpringMVC,MySQL,后端开发,GIT,Maven,,,",数预智能,150-200元/天,上海浦东新区上海浦东软件园S座3层303,"1. 了解Java基础，了解web端编程
2. 了解常用的设计模式，模板设计，工厂模式，单例模式等
3. 了解正则表达式和XPATH，能够从结构化的和非结构化的数据中获取信息
4. 了解springboot ，mybatis框架 ，了解Mysql数据库
5. 工作认真责任心强，良好的沟通和团队协作能力
6. 在校期间有过类似经验者优先，表现良好毕业转正
7. 长期稳定者优先考虑
8. 薪资支付方式为月结（每月10号）",4天/周 3个月,本科
https://www.zhipin.com/job_detail/094a6f730c75ff7a1XN63d60EVRW.html?lid=Bvd9Z2CI3i.search.97&securityId=GakCUzK8_5Z2O-G1pAcVn2VPHq95rjo6YnRrar_Im5648puaJbZCZZcVb2fg_aGfZ4PRE6tZhqFi59A7xddCTajprwYJFIHB55ICYP9ymtcD01ZxMPsb&sessionId=,全栈研发工程师(实习),https://www.zhipin.com/job_detail/094a6f730c75ff7a1XN63d60EVRW.html?lid=Bvd9Z2CI3i.search.97&securityId=GakCUzK8_5Z2O-G1pAcVn2VPHq95rjo6YnRrar_Im5648puaJbZCZZcVb2fg_aGfZ4PRE6tZhqFi59A7xddCTajprwYJFIHB55ICYP9ymtcD01ZxMPsb&sessionId=,"全栈工程师,JavaScript,",尚简,150-200元/天,上海闵行区近铁虹桥中心一号楼3楼,"全栈研发工程师(实习)
岗位职责：
1. 负责公司产品开发；
2. 负责与产品/设计师等协同工作，保证产品研发质量和进度；
任职要求：
1.实习时间至少6个月；
2.全日制本科及以上学历，计算机或相关专业优先；
3.对计算机原理、数据结构、网络、算法等有过系统性认识;
4.熟悉JS，HTML，CSS基础知识，熟悉java基础;
5.了解springBoot/其他web开发框架，mysql/其他数据库；
6.对新事物有好奇心和创造能力，有独立思考和解决问题的精神，能承受较强工作压力。",5天/周 6个月,本科
https://www.zhipin.com/job_detail/f589887e33fcec391XN52dW_FVtX.html?lid=Bvd9Z2CI3i.search.98&securityId=Y7CPaIGmcfAM3-E1gBlbFsVYHljzH8p4K-zyvkGjKiWKmQS1Q3--7YBsrecmwD7XjjdZ9HuNcror2oLyYlkQVK0gzlAaD9khpIIBgmbCLuedEX5u&sessionId=,java开发工程师（实习）,https://www.zhipin.com/job_detail/f589887e33fcec391XN52dW_FVtX.html?lid=Bvd9Z2CI3i.search.98&securityId=Y7CPaIGmcfAM3-E1gBlbFsVYHljzH8p4K-zyvkGjKiWKmQS1Q3--7YBsrecmwD7XjjdZ9HuNcror2oLyYlkQVK0gzlAaD9khpIIBgmbCLuedEX5u&sessionId=,"Spring,Hibernate,Redis,Oracle,MySQL,SQL Server,,,",上海东尚信息,200-300元/天,上海松江区漕河泾·松江新兴产业园42栋201室,"岗位职责：
1、了解产品内容，参与产品设计评审，开发分配的功能模块；
2、协助参与并完成代码走查，交叉测试和单元测试等工作；
3、快速发现并解决交付过程中遇到的系统问题并持续优化。
岗位要求：
1、专科及以上学历，计算机、软件工程等相关专业24届毕业，可全职实习；
2、扎实的java编程基础，熟悉java开发流程；
3、掌握Spring、Mybatis、Hibernate等技术，有SpringBoot、RabbitMQ、Redis等经验优先考虑；
4、使用过Oracle、Mysql、SQLServer等至少一种数据库，用过git、SVN等版本管理工具；
5、良好的沟通能力和团队协作精神，较强的主动性和责任心；
6、思维严谨，逻辑清晰；有创新精神，乐于和热于技术钻研。",5天/周 10个月,本科
https://www.zhipin.com/job_detail/acccad564e6664fe1XB_2Nm9EVtQ.html?lid=Bvd9Z2CI3i.search.99&securityId=f5ryq0eoExkOz-K1GxplXpl8y8_2BSP3GMhtANkNwxkcL37pfbTcDRzvnS5zzkmAJmWFtwhRatFbwWxMJutYYRPXDqByLk0T_fUpfnkEzNVxgg~~&sessionId=,开发工程师（实习）,https://www.zhipin.com/job_detail/acccad564e6664fe1XB_2Nm9EVtQ.html?lid=Bvd9Z2CI3i.search.99&securityId=f5ryq0eoExkOz-K1GxplXpl8y8_2BSP3GMhtANkNwxkcL37pfbTcDRzvnS5zzkmAJmWFtwhRatFbwWxMJutYYRPXDqByLk0T_fUpfnkEzNVxgg~~&sessionId=,"Java,",上海科探,150-180元/天,上海徐汇区徐汇乐业天地(西南门)A座603室,"岗位职责：
1.理解业务需求，配合完成关键功能模块的设计；
2.根据需求完成功能模块的前端和后端开发；
3.参与开发模块的软件测试和文档编写；
4.协助项目交付人员解决项目现场遇到的技术问题。
任职要求：
1.专科及以上学历，计算机或相关专业；
2.掌握Java语言，使用Spring mvc、Spring Boot等主流开发框架；
3.掌握MySQL、Oracle等关系型数据库，具备数据库设计能力和一定的SQL优化能力；
责任心强，做事细心 ，具备良好的团队合作精神和承受压力的能力",4天/周 3个月,大专
